"","ID","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition_num"
"310",310,"18 to 28","No","Travel_Rarely","High (801-1150)","Sales","6-9 miles",3,"Life Sciences",707,"very high","Male","Medium (41-60)","very high",2,"Sales Executive","medium","Married","low-Medium (4001-7000)",15678,0,"No",22,"very high","high",1,4,4,"high","Low(0-5 Years)",2,1,2,0
"311",311,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Research & Development","<=2 miles",4,"Life Sciences",1580,"medium","Male","Medium (41-60)","high",2,"Research Scientist","very high","Married","low-Medium (4001-7000)",13008,9,"No",17,"high","medium",1,9,3,"medium","Low(0-5 Years)",2,2,1,0
"312",312,"40 to 50","No","Travel_Rarely","Low(100-450)","Research & Development","6-9 miles",3,"Life Sciences",601,"medium","Female","High (61-80)","high",4,"Manufacturing Director","high","Single","High (13001-16000)",20364,7,"No",15,"high","high",0,22,3,"high","Medium-High (16-20 Years)",6,5,13,0
"313",313,"29 to 39","Yes","Travel_Frequently","Medium (451-800)","Research & Development","3-5 miles",3,"Life Sciences",1537,"very high","Female","Low(0-40)","high",1,"Research Scientist","high","Single","low-Medium (4001-7000)",4156,1,"No",12,"high","low",0,7,2,"low","low-Medium (6-10 Years)",2,7,7,1
"314",314,"51 to 60","No","Travel_Rarely","Very High (1151-1500)","Research & Development","6-9 miles",4,"Medical",211,"medium","Male","Low(0-40)","medium",2,"Manufacturing Director","high","Married","low-Medium (4001-7000)",13983,2,"No",17,"high","high",0,10,2,"high","Low(0-5 Years)",0,0,0,0
"315",315,"51 to 60","No","Travel_Rarely","Very High (1151-1500)","Sales",">=16",4,"Marketing",732,"low","Male","Very High (81-110)","high",2,"Sales Executive","low","Single","low-Medium (4001-7000)",11924,8,"No",14,"high","very high",0,10,1,"high","Low(0-5 Years)",2,2,2,0
"316",316,"40 to 50","No","Travel_Rarely","High (801-1150)","Sales","3-5 miles",2,"Life Sciences",1003,"very high","Female","Very High (81-110)","high",2,"Sales Executive","very high","Single","low-Medium (4001-7000)",8571,1,"Yes",17,"high","high",0,9,0,"high","low-Medium (6-10 Years)",0,0,7,0
"317",317,"29 to 39","No","Travel_Frequently","Low(100-450)","Sales","<=2 miles",4,"Marketing",216,"high","Female","High (61-80)","high",1,"Sales Representative","high","Married","Low(1000-4000)",11314,6,"No",18,"high","very high",1,6,3,"high","Low(0-5 Years)",3,1,2,0
"318",318,"18 to 28","No","Travel_Rarely","Medium (451-800)","Research & Development","<=2 miles",2,"Life Sciences",1981,"medium","Male","Medium (41-60)","medium",2,"Healthcare Representative","high","Single","low-Medium (4001-7000)",14120,1,"No",12,"high","medium",0,4,2,"medium","Low(0-5 Years)",3,1,2,0
"319",319,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Sales",">=16",4,"Life Sciences",1390,"low","Male","Medium (41-60)","medium",2,"Sales Executive","very high","Married","low-Medium (4001-7000)",3567,3,"Yes",12,"high","very high",2,8,2,"very high","Low(0-5 Years)",4,1,4,0
"320",320,"18 to 28","No","Travel_Rarely","Low(100-450)","Research & Development",">=16",3,"Life Sciences",1269,"medium","Female","Medium (41-60)","very high",1,"Research Scientist","very high","Single","Low(1000-4000)",21221,1,"Yes",12,"high","very high",0,1,2,"high","Low(0-5 Years)",0,0,1,0
"321",321,"29 to 39","No","Non-Travel","Very High (1151-1500)","Research & Development","<=2 miles",3,"Life Sciences",951,"high","Female","High (61-80)","medium",1,"Laboratory Technician","medium","Married","Low(1000-4000)",3974,6,"No",20,"very high","high",0,5,3,"high","Low(0-5 Years)",0,0,2,0
"322",322,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Research & Development","<=2 miles",5,"Life Sciences",683,"medium","Male","Medium (41-60)","high",1,"Research Scientist","very high","Married","Low(1000-4000)",7660,1,"No",12,"high","very high",1,10,4,"medium","low-Medium (6-10 Years)",9,8,8,0
"323",323,"29 to 39","No","Travel_Frequently","High (801-1150)","Research & Development","3-5 miles",4,"Life Sciences",861,"medium","Male","High (61-80)","medium",1,"Research Scientist","very high","Divorced","Low(1000-4000)",2373,9,"No",12,"high","medium",1,10,3,"medium","Low(0-5 Years)",4,0,3,0
"324",324,"40 to 50","No","Travel_Rarely","High (801-1150)","Research & Development","6-9 miles",4,"Life Sciences",1080,"very high","Female","High (61-80)","medium",2,"Research Scientist","low","Divorced","low-Medium (4001-7000)",21029,8,"Yes",23,"very high","low",3,19,2,"high","Medium-High (16-20 Years)",13,1,7,0
"325",325,"29 to 39","No","Travel_Rarely","Medium (451-800)","Research & Development","<=2 miles",1,"Life Sciences",1026,"very high","Female","High (61-80)","medium",4,"Manufacturing Director","very high","Married","Medium-High (10001-13000)",7060,1,"No",16,"high","high",1,21,3,"high","High (21-25 Years)",6,11,8,0
"326",326,"18 to 28","No","Travel_Rarely","Medium (451-800)","Research & Development","3-5 miles",3,"Life Sciences",933,"medium","Female","High (61-80)","high",1,"Research Scientist","high","Single","Low(1000-4000)",17808,1,"No",19,"high","high",0,1,2,"high","Low(0-5 Years)",1,0,0,0
"327",327,"40 to 50","No","Travel_Rarely","Very High (1151-1500)","Research & Development","6-9 miles",3,"Medical",1608,"medium","Female","Low(0-40)","high",5,"Research Director","very high","Divorced","Very High (16001-19999)",3549,0,"Yes",14,"high","very high",1,23,4,"medium","High (21-25 Years)",7,1,10,0
"328",328,"40 to 50","No","Travel_Rarely","Medium (451-800)","Research & Development",">=16",4,"Life Sciences",1998,"very high","Male","Low(0-40)","high",2,"Research Scientist","low","Divorced","low-Medium (4001-7000)",11189,6,"Yes",17,"high","high",1,9,3,"medium","Low(0-5 Years)",3,1,2,0
"329",329,"29 to 39","No","Travel_Frequently","Very High (1151-1500)","Research & Development","6-9 miles",3,"Medical",1937,"very high","Female","Medium (41-60)","medium",2,"Research Scientist","medium","Divorced","Low(1000-4000)",18115,1,"Yes",16,"high","high",1,20,3,"high","Medium-High (16-20 Years)",11,0,7,0
"330",330,"40 to 50","No","Travel_Rarely","High (801-1150)","Human Resources","10-15 miles",3,"Human Resources",1408,"high","Female","Low(0-40)","high",4,"Manager","low","Married","Very High (16001-19999)",16616,0,"No",14,"high","high",1,21,5,"high","Medium-High (16-20 Years)",7,0,9,0
"331",331,"40 to 50","No","Travel_Rarely","High (801-1150)","Research & Development","<=2 miles",3,"Life Sciences",1677,"high","Male","Low(0-40)","high",4,"Manager","high","Single","High (13001-16000)",22384,4,"No",14,"high","low",0,23,2,"high","low-Medium (6-10 Years)",7,0,0,0
"332",332,"29 to 39","Yes","Travel_Rarely","High (801-1150)","Sales","3-5 miles",4,"Medical",291,"very high","Male","Low(0-40)","low",3,"Sales Executive","very high","Married","Medium-High (10001-13000)",25812,1,"No",11,"high","high",0,14,2,"medium","Medium (11-15 Years)",8,9,8,1
"333",333,"40 to 50","Yes","Travel_Frequently","Low(100-450)","Research & Development","<=2 miles",2,"Medical",1792,"high","Male","Very High (81-110)","high",1,"Research Scientist","medium","Divorced","Low(1000-4000)",11092,1,"Yes",12,"high","high",3,6,2,"medium","Low(0-5 Years)",3,2,3,1
"334",334,"18 to 28","No","Travel_Rarely","Medium (451-800)","Research & Development","<=2 miles",2,"Life Sciences",725,"high","Female","High (61-80)","high",3,"Manufacturing Director","low","Married","Medium (7001-10000)",6009,1,"No",11,"high","very high",0,9,3,"high","low-Medium (6-10 Years)",7,0,7,0
"335",335,"51 to 60","No","Non-Travel","Very High (1151-1500)","Human Resources","<=2 miles",4,"Human Resources",140,"high","Female","Low(0-40)","medium",5,"Manager","very high","Married","Very High (16001-19999)",21922,9,"No",21,"very high","very high",1,30,3,"high","Low(0-5 Years)",2,2,2,0
"336",336,"29 to 39","Yes","Travel_Frequently","High (801-1150)","Research & Development",">=16",4,"Medical",1101,"low","Female","Medium (41-60)","medium",2,"Research Scientist","high","Single","low-Medium (4001-7000)",3129,1,"No",22,"very high","medium",0,14,4,"high","Medium (11-15 Years)",7,3,8,1
"337",337,"29 to 39","No","Travel_Frequently","Very High (1151-1500)","Sales","10-15 miles",2,"Marketing",1137,"very high","Male","Medium (41-60)","high",2,"Sales Executive","very high","Divorced","low-Medium (4001-7000)",18500,1,"No",11,"high","very high",1,5,3,"high","Low(0-5 Years)",2,0,2,0
"338",338,"29 to 39","No","Travel_Frequently","Medium (451-800)","Research & Development","3-5 miles",1,"Life Sciences",1103,"low","Male","Medium (41-60)","high",2,"Healthcare Representative","very high","Single","Medium (7001-10000)",22266,0,"No",17,"high","high",0,7,1,"medium","low-Medium (6-10 Years)",2,0,4,0
"339",339,"40 to 50","Yes","Travel_Frequently","High (801-1150)","Sales","<=2 miles",4,"Other",1113,"very high","Male","Very High (81-110)","high",2,"Sales Executive","high","Single","low-Medium (4001-7000)",17251,3,"Yes",14,"high","very high",0,5,4,"high","Low(0-5 Years)",0,0,0,1
"340",340,"18 to 28","No","Travel_Rarely","Very High (1151-1500)","Research & Development","<=2 miles",4,"Life Sciences",54,"very high","Female","Low(0-40)","high",1,"Laboratory Technician","low","Divorced","Low(1000-4000)",19715,1,"No",13,"high","very high",1,1,6,"high","Low(0-5 Years)",0,0,0,0
"341",341,"29 to 39","No","Travel_Rarely","High (801-1150)","Research & Development","3-5 miles",4,"Life Sciences",51,"medium","Female","Very High (81-110)","medium",1,"Research Scientist","low","Married","Low(1000-4000)",13072,9,"Yes",14,"high","very high",1,6,3,"very high","Low(0-5 Years)",1,0,0,0
"342",342,"18 to 28","No","Travel_Frequently","Low(100-450)","Research & Development","<=2 miles",3,"Life Sciences",1296,"very high","Male","Medium (41-60)","medium",1,"Laboratory Technician","very high","Married","Low(1000-4000)",14222,1,"Yes",12,"high","medium",1,2,2,"high","Low(0-5 Years)",2,2,2,0
"343",343,"29 to 39","No","Travel_Rarely","Medium (451-800)","Research & Development","3-5 miles",3,"Life Sciences",1099,"very high","Male","Low(0-40)","medium",3,"Healthcare Representative","very high","Divorced","Medium (7001-10000)",21214,4,"No",15,"high","high",1,9,2,"high","Low(0-5 Years)",2,1,2,0
"344",344,"29 to 39","No","Travel_Frequently","Low(100-450)","Research & Development","3-5 miles",3,"Medical",680,"high","Female","High (61-80)","high",1,"Research Scientist","high","Divorced","Low(1000-4000)",22653,1,"No",20,"very high","high",1,1,2,"high","Low(0-5 Years)",0,0,0,0
"345",345,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Sales",">=16",4,"Life Sciences",1211,"high","Male","High (61-80)","high",2,"Sales Executive","low","Divorced","low-Medium (4001-7000)",13192,8,"No",19,"high","high",3,8,3,"high","Low(0-5 Years)",3,0,3,0
"346",346,"29 to 39","No","Travel_Rarely","Low(100-450)","Sales","10-15 miles",4,"Marketing",1975,"medium","Male","High (61-80)","high",4,"Sales Executive","low","Single","High (13001-16000)",25098,0,"No",12,"high","low",0,21,3,"high","Medium-High (16-20 Years)",8,11,10,0
"347",347,"29 to 39","No","Travel_Frequently","High (801-1150)","Research & Development","<=2 miles",2,"Life Sciences",1140,"very high","Male","Very High (81-110)","high",2,"Manufacturing Director","high","Single","low-Medium (4001-7000)",15834,2,"No",11,"high","very high",0,5,3,"medium","Low(0-5 Years)",2,0,2,0
"348",348,"18 to 28","No","Travel_Frequently","Very High (1151-1500)","Research & Development","<=2 miles",3,"Life Sciences",384,"high","Female","Very High (81-110)","high",2,"Manufacturing Director","medium","Divorced","low-Medium (4001-7000)",26767,1,"No",20,"very high","low",1,6,6,"low","low-Medium (6-10 Years)",5,1,4,0
"349",349,"40 to 50","No","Non-Travel","Low(100-450)","Research & Development",">=16",3,"Life Sciences",1206,"very high","Male","High (61-80)","low",1,"Research Scientist","high","Single","Low(1000-4000)",4279,2,"No",13,"high","very high",0,6,3,"high","Low(0-5 Years)",0,0,0,0
"350",350,"51 to 60","No","Travel_Rarely","High (801-1150)","Research & Development","6-9 miles",3,"Medical",762,"high","Male","Very High (81-110)","high",4,"Healthcare Representative","very high","Married","Medium-High (10001-13000)",20420,7,"No",11,"high","high",0,30,1,"medium","low-Medium (6-10 Years)",7,1,1,0
"351",351,"40 to 50","No","Travel_Rarely","Very High (1151-1500)","Research & Development","6-9 miles",3,"Medical",1911,"high","Male","Very High (81-110)","high",3,"Research Director","low","Married","High (13001-16000)",14842,9,"No",13,"high","medium",1,18,3,"very high","Medium (11-15 Years)",7,5,7,0
"352",352,"29 to 39","No","Travel_Rarely","Low(100-450)","Sales","6-9 miles",3,"Technical Degree",416,"medium","Male","Very High (81-110)","very high",2,"Sales Executive","very high","Married","low-Medium (4001-7000)",12241,4,"No",11,"high","medium",1,10,3,"medium","low-Medium (6-10 Years)",7,7,7,0
"353",353,"40 to 50","No","Travel_Frequently","High (801-1150)","Research & Development",">=16",2,"Medical",1180,"high","Female","Very High (81-110)","medium",2,"Research Scientist","very high","Married","low-Medium (4001-7000)",21203,3,"Yes",13,"high","very high",1,16,3,"low","Low(0-5 Years)",1,0,0,0
"354",354,"40 to 50","No","Non-Travel","High (801-1150)","Research & Development","6-9 miles",2,"Life Sciences",1552,"very high","Male","High (61-80)","high",2,"Healthcare Representative","very high","Divorced","low-Medium (4001-7000)",8841,3,"Yes",18,"high","high",0,8,2,"high","Low(0-5 Years)",2,2,2,0
"355",355,"40 to 50","No","Travel_Rarely","Medium (451-800)","Sales","3-5 miles",1,"Marketing",1815,"high","Female","Very High (81-110)","high",3,"Sales Executive","high","Divorced","Medium-High (10001-13000)",26458,0,"Yes",13,"high","very high",1,23,3,"very high","High (21-25 Years)",14,13,5,0
"356",356,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Sales","3-5 miles",3,"Other",1478,"very high","Male","Very High (81-110)","low",2,"Sales Executive","low","Single","low-Medium (4001-7000)",15891,3,"No",18,"high","very high",0,15,2,"high","Medium (11-15 Years)",9,3,12,0
"357",357,"18 to 28","No","Travel_Rarely","High (801-1150)","Research & Development","6-9 miles",3,"Other",164,"high","Female","Medium (41-60)","medium",1,"Research Scientist","medium","Married","Low(1000-4000)",23300,1,"No",19,"high","high",0,5,3,"medium","Low(0-5 Years)",4,4,3,0
"358",358,"29 to 39","Yes","Travel_Rarely","Low(100-450)","Research & Development",">=16",5,"Technical Degree",565,"high","Female","High (61-80)","medium",1,"Research Scientist","medium","Married","Low(1000-4000)",18300,5,"No",16,"high","medium",0,6,2,"very high","Low(0-5 Years)",2,1,1,1
"359",359,"29 to 39","No","Travel_Rarely","Low(100-450)","Research & Development","<=2 miles",3,"Medical",78,"low","Male","Low(0-40)","high",2,"Manufacturing Director","very high","Married","low-Medium (4001-7000)",10877,1,"Yes",22,"very high","medium",1,9,3,"high","low-Medium (6-10 Years)",8,7,8,0
"360",360,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Research & Development","6-9 miles",3,"Life Sciences",373,"very high","Male","Medium (41-60)","high",1,"Laboratory Technician","very high","Married","Low(1000-4000)",20251,0,"No",11,"high","high",1,16,4,"high","Medium (11-15 Years)",13,10,11,0
"361",361,"51 to 60","No","Travel_Rarely","Medium (451-800)","Research & Development","<=2 miles",4,"Life Sciences",259,"high","Male","High (61-80)","medium",5,"Manager","high","Married","Very High (16001-19999)",5678,0,"No",14,"high","low",1,34,5,"high",">30 Years",18,11,9,0
"362",362,"29 to 39","Yes","Travel_Frequently","Medium (451-800)","Sales",">=16",3,"Technical Degree",1928,"high","Male","Medium (41-60)","very high",1,"Sales Representative","low","Single","Low(1000-4000)",10642,1,"No",17,"high","very high",0,1,3,"high","Low(0-5 Years)",0,0,0,1
"363",363,"51 to 60","Yes","Travel_Rarely","Low(100-450)","Sales","<=2 miles",1,"Marketing",1038,"low","Female","Medium (41-60)","low",5,"Manager","very high","Married","Very High (16001-19999)",25846,1,"No",15,"high","very high",1,33,3,"high",">30 Years",14,6,9,1
"364",364,"40 to 50","No","Travel_Rarely","Very High (1151-1500)","Research & Development","<=2 miles",2,"Medical",352,"low","Male","Medium (41-60)","high",5,"Research Director","high","Divorced","Very High (16001-19999)",5949,0,"No",19,"high","very high",1,22,5,"high","High (21-25 Years)",7,3,9,0
"365",365,"51 to 60","No","Travel_Rarely","Low(100-450)","Research & Development","<=2 miles",2,"Medical",1336,"very high","Female","Medium (41-60)","low",5,"Manager","high","Married","Very High (16001-19999)",6992,4,"No",14,"high","very high",1,23,5,"high","Medium-High (16-20 Years)",9,9,11,0
"366",366,"51 to 60","No","Travel_Frequently","High (801-1150)","Sales","6-9 miles",3,"Life Sciences",532,"high","Female","Very High (81-110)","very high",4,"Sales Executive","low","Married","High (13001-16000)",18256,9,"No",11,"high","very high",3,36,0,"medium","low-Medium (6-10 Years)",7,7,7,0
"367",367,"29 to 39","No","Travel_Frequently","Low(100-450)","Research & Development",">=16",3,"Medical",1285,"high","Female","Medium (41-60)","high",2,"Laboratory Technician","medium","Divorced","low-Medium (4001-7000)",22534,4,"No",13,"high","high",2,15,2,"very high","Medium (11-15 Years)",8,5,10,0
"368",368,"40 to 50","No","Travel_Rarely","Very High (1151-1500)","Sales","6-9 miles",2,"Medical",1548,"low","Male","Medium (41-60)","high",2,"Sales Executive","low","Married","low-Medium (4001-7000)",19345,0,"No",12,"high","very high",0,9,5,"very high","low-Medium (6-10 Years)",4,7,1,0
"369",369,"18 to 28","No","Travel_Rarely","High (801-1150)","Research & Development","10-15 miles",3,"Technical Degree",1592,"very high","Male","Medium (41-60)","very high",1,"Research Scientist","high","Married","Low(1000-4000)",12826,2,"No",16,"high","very high",1,4,2,"high","Low(0-5 Years)",2,2,2,0
